"order","productcode","productgroup","productsummary","description","eutr"
"PF","48109910","Paper","Kaolin coated","BLEACHED PAPER AND PAPERBOARD, COATED ON ONE OR BOTH SIDES WITH KAOLIN, IN ROLLS OR IN SQUARE OR RECTANGULAR SHEETS, OF ANY SIZE (EXCL. THAT FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, KRAFT PAPER AND PAPERBOARD, MULTI-PLY PAPER AND PAPERBOARD, AND W",1
"PF","48109930","Paper","Kaolin coated","PAPER AND PAPERBOARD, COATED ON ONE OR BOTH SIDES WITH MICA POWDER, IN ROLLS OR IN SQUARE OR RECTANGULAR SHEETS, OF ANY SIZE (EXCL. THAT FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, KRAFT PAPER AND PAPERBOARD, MULTI-PLY PAPER AND PAPERBOARD, AND WITH",1
"PF","48109980","Paper","Kaolin coated","PAPER AND PAPERBOARD, COATED ON ONE OR BOTH SIDES WITH INORGANIC SUBSTANCES, IN ROLLS OR IN SQUARE OR RECTANGULAR SHEETS, OF ANY SIZE (EXCL. BLEACHED PAPER AND PAPERBOARD COATED WITH KAOLIN, PAPER OR PAPERBOARD FOR WRITING, PRINTING OR OTHER GRAPHIC PURPO",1
"PF","48109990","Paper","Kaolin coated","PAPER AND PAPERBOARD, COATED ON ONE OR BOTH SIDES WITH INORGANIC SUBSTANCES, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48 (EXCL. THAT COATED WITH KAOLIN OR MICA POWDER, PAPER OR PAPERBOARD FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES,",1
"PG","48111000","Paper","Other coated/decorated in rolls/sheets","TARRED, BITUMINISED OR ASPHALTED PAPER AND PAPERBOARD, IN ROLLS OR IN SQUARE OR RECTANGULAR SHEETS, OF ANY SIZE",1
"PG","48112100","Paper","Other coated/decorated in rolls/sheets","SELF-ADHESIVE PAPER AND PAPERBOARD, GUMMED OR WITH AN ADHESIVE LAYER, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A AND 7B TO CHAPTER 48 (EXCL. GOODS OF HEADING 4810)",1
"PG","48112900","Paper","Other coated/decorated in rolls/sheets","NON-SELF-ADHESIVE PAPER AND PAPERBOARD, GUMMED OR WITH AN ADHESIVE LAYER, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A AND 7B TO CHAPTER 48 (EXCL. GOODS OF HEADING 4810)",1
"PG","48113100","Paper","Other coated/decorated in rolls/sheets","PAPER AND PAPERBOARD, COATED OR IMPREGNATED WITH ARTIFICIAL RESINS OR PLASTICS, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48, BLEACHED AND WEIGHING > 150 G PER M-? (EXCL. PAPER AND PAPERBOARD WITH ADHESIVE LAYER)",1
"PG","48113900","Paper","Other coated/decorated in rolls/sheets","PAPER AND PAPERBOARD, COATED OR IMPREGNATED WITH ARTIFICIAL RESINS OR PLASTICS, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48 (EXCL. BLEACHED AND WEIGHING > 150 G PER M-?, AND PAPER AND PAPERBOARD WITH ADHESIVE LAYER)",1
"PG","48114000","Paper","Other coated/decorated in rolls/sheets","PAPER AND PAPERBOARD COATED OR IMPREGNATED WITH WAX, PARAFFIN WAX, STEARIN, OIL OR GLYCEROL, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48 (EXCL. GOODS OF HEADINGS 4803, 4809 AND 4818)",1
"PG","48114110","Paper","Other coated/decorated in rolls/sheets","SELF-ADHESIVE PAPER AND PAPERBOARD, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OF A WIDTH > 15 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE (EXCL. GOODS OF HEADING 4810)",1
"PG","48114120","Paper","Other coated/decorated in rolls/sheets","SELF-ADHESIVE PAPER AND PAPERBOARD, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN STRIPS, ROLLS OR SHEETS OF A WIDTH OF <= 10 CM, COATED WITH UNVULCANISED NATURAL OR SYNTHETIC RUBBER",1
"PG","48114190","Paper","Other coated/decorated in rolls/sheets","SELF-ADHESIVE PAPER AND PAPERBOARD, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR IN SQUARE OR RECTANGULAR SHEETS, OF ANY SIZE (EXCL. OF A WIDTH OF <= 10 CM COATED WITH UNVULCANISED NATURAL OR SYNTHETIC RUBBER AND GOODS OF HEADING 4810)",1
"PG","48114191","Paper","Other coated/decorated in rolls/sheets","SELF-ADHESIVE PAPER AND PAPERBOARD, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN STRIPS, ROLLS OR SHEETS OF A WIDTH OF <= 10 CM, COATED WITH UNVULCANISED NATURAL OR SYNTHETIC RUBBER",1
"PG","48114199","Paper","Other coated/decorated in rolls/sheets","SELF-ADHESIVE PAPER AND PAPERBOARD, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OF A WIDTH <= 15 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE <= 36 CM OR WITH ONE SIDE > 36 CM AND THE OTHER SIDE <= 15 CM IN THE UNFOLDED STATE (EXCL. OF",1
"PG","48114900","Paper","Other coated/decorated in rolls/sheets","GUMMED OR ADHESIVE PAPER AND PAPERBOARD, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR IN SQUARE OR RECTANGULAR SHEETS, OF ANY SIZE (EXCL. SELF-ADHESIVE AND GOODS OF HEADING 4810)",1
"PG","48114910","Paper","Other coated/decorated in rolls/sheets","GUMMED OR ADHESIVE PAPER AND PAPERBOARD, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OF A WIDTH > 15 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE (EXCL. SELF-ADHESIVE AND GOODS O",1
"PG","48114990","Paper","Other coated/decorated in rolls/sheets","GUMMED OR ADHESIVE PAPER AND PAPERBOARD, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OF A WIDTH <= 15 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE <= 36 CM OR WITH ONE SIDE > 36 CM AND THE OTHER SIDE <= 15 CM IN THE UNFOLDED STATE (EXC",1
"PG","48115100","Paper","Other coated/decorated in rolls/sheets","PAPER AND PAPERBOARD, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, COATED, IMPREGNATED OR COVERED WITH ARTIFICIAL RESINS OR PLASTICS, IN ROLLS OR IN SQUARE OR RECTANGULAR SHEETS, OF ANY SIZE, BLEACHED AND WEIGHING > 150 G/M-? (EXCL. ADHESIVES)",1
"PG","48115900","Paper","Other coated/decorated in rolls/sheets","PAPER AND PAPERBOARD, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, COATED, IMPREGNATED OR COVERED WITH ARTIFICIAL RESINS OR PLASTICS, IN ROLLS OR IN SQUARE OR RECTANGULAR SHEETS, OF ANY SIZE (EXCL. BLEACHED AND WEIGHING > 150 G/M-?, AND ADHESIVES)",1
"PG","48116000","Paper","Other coated/decorated in rolls/sheets","PAPER AND PAPERBOARD, COATED, IMPREGNATED OR COVERED WITH WAX, PARAFFIN WAX, STEARIN, OIL OR GLYCEROL, IN ROLLS OR IN SQUARE OR RECTANGULAR SHEETS, OF ANY SIZE (EXCL. GOODS OF HEADING 4803, 4809 AND 4818)",1
"PG","48119000","Paper","Other coated/decorated in rolls/sheets","PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF SOFT CELLULOSE, COATED, IMPREGNATED, COVERED, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR IN SQUARE OR RECTANGULAR SHEETS, OF ANY SIZE (EXCL. GOODS OF HEADING 4803, 4809, 4810 AND 4818, AND",1
"PG","48119010","Paper","Other coated/decorated in rolls/sheets","CONTINUOUS FORMS, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OF A WIDTH EXCEEDING 15 CM OR IN SHEETS WITH ONE SIDE EXCEEDING 36 CM AND THE OTHER SIDE EXCEEDING 15 CM IN THE UNFOLDED STATE (EXCL. CONTINUOUS FORM SETS)",1
"PG","48119090","Paper","Other coated/decorated in rolls/sheets","PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS OF SOFT CELLULOSE FIBRES, COATED, IMPREGNATED, COVERED, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OR IN SQUARE OR RECTANGULAR SHEETS, OF ANY SIZE (EXCL. GOODS OF HEADING 4803, 4809, 4810 AND 481",1
"PH","48030010","Paper","Toilet & sanitary","CELLULOSE WADDING IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE",1
"PH","48030031","Paper","Toilet & sanitary","CREPED PAPER FOR HOUSEHOLD OR SANITARY PURPOSES AND WEBS OF CELLULOSE FIBRES ""TISSUES"", IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING <= 25 G/M-? PER PLY",1
"PH","48030039","Paper","Toilet & sanitary","CREPED PAPER FOR HOUSEHOLD OR SANITARY PURPOSES AND WEBS OF CELLULOSE FIBRES ""TISSUES"", IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING > 25 G/M-? PER PLY",1
"PH","48030090","Paper","Toilet & sanitary","TOILET OR FACIAL TISSUE STOCK, TOWEL OR NAPKIN STOCK AND SIMILAR PAPER FOR HOUSEHOLD OR SANITARY PURPOSES, WHETHER OR NOT CREPED, CRINKLED, EMBOSSED, PERFORATED, SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR R",1
"PH","48181010","Paper","Toilet & sanitary","TOILET PAPER IN ROLLS OF A WIDTH OF <= 36 CM, WEIGHING PER PLY <= 25 G/M-?",1
"PH","48181090","Paper","Toilet & sanitary","TOILET PAPER IN ROLLS OF A WIDTH OF <= 36 CM, WEIGHING PER PLY > 25 G/M-?",1
"PH","48182010","Paper","Toilet & sanitary","HANDKERCHIEFS, CLEANSING OR FACIAL TISSUES AND TOWELS, OF PAPER PULP, PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES",1
"PH","48182091","Paper","Toilet & sanitary","HAND TOWELS OF PAPER PULP, PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES, IN ROLLS OF A WIDTH <= 36 CM",1
"PH","48182099","Paper","Toilet & sanitary","HAND TOWELS OF PAPER PULP, PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES (EXCL. THOSE IN ROLLS OF A WIDTH <= 36 CM)",1
"PH","48183000","Paper","Toilet & sanitary","TABLECLOTHS AND SERVIETTES OF PAPER PULP, PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES",1
"PH","48184011","Paper","Toilet & sanitary","SANITARY TOWELS OF PAPER PULP, PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES",1
"PH","48184013","Paper","Toilet & sanitary","TAMPONS OF PAPER PULP, PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES",1
"PH","48184019","Paper","Toilet & sanitary","FEMININE HYGIENE PRODUCTS OF PAPER PULP, PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES (EXCL. SANITARY TOWELS AND TAMPONS)",1
"PH","48184090","Paper","Toilet & sanitary","NAPKINS AND NAPKIN LINERS FOR BABIES AND SIMILAR SANITARY ARTICLES, OF PAPER PULP, PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES",1
"PH","48184091","Paper","Toilet & sanitary","NAPKINS AND NAPKIN LINERS FOR BABIES AND SIMILAR SANITARY ARTICLES, OF PAPER PULP, PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES (EXCL. THOSE PUT UP FOR RETAIL SALE)",1
"PH","48184099","Paper","Toilet & sanitary","SANITARY   ARTICLES,   OF   PAPER   PULP,  PAPER, CELLULOSE WADDING  OR  WEBS  OF CELLULOSE FIBRES, FOR  EXAMPLE,  INCONTINENCE  CARE ARTICLES (EXCL. SANITARY  TOWELS,  TAMPONS,  NAPKINS  AND  NAPKIN LINERS FOR BABIES)",1
"PH","48185000","Paper","Toilet & sanitary","ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF PAPER PULP, PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES (EXCL. FOOTWARE AND PARTS THEREOF, INCL. INSOLES, HEEL PIECES AND SIMILAR REMOVABLE PRODUCTS, GAITERS AND SIMILAR PRODUCTS, HEADGEAR AND PART",1
"PH","48189010","Paper","Toilet & sanitary","ARTICLES OF PAPER PULP, PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRE OF A KIND USED FOR SURGICAL, MEDICAL OR HYGIENIC PURPOSES (EXCL. TOILET PAPER, HANDKERCHIEFS, CLEANSING OR FACIAL TISSUES AND TOWELS, TABLECLOTHS, SERVIETTES, SANITARY TOWELS AND",1
"PH","48189090","Paper","Toilet & sanitary","PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES, OF A KIND USED FOR HOUSEHOLD OR SANITARY PURPOSES, IN ROLLS OF A WIDTH <= 36 CM, OR CUT TO SIZE OR SHAPE; ARTICLES OF PAPER PULP, PAPER, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES FOR HOUSEHOLD, SAN",1
"PI","48201010","Paper","Account/exercise books etc","REGISTERS, ACCOUNT BOOKS, ORDER BOOKS AND RECEIPT BOOKS, OF PAPER OR PAPERBOARD",1
"PI","48201030","Paper","Account/exercise books etc","NOTEBOOKS, LETTER PADS AND MEMORANDUM PADS, WITHOUT CALENDARS, OF PAPER OR PAPERBOARD",1
"PI","48201050","Paper","Account/exercise books etc","DIARIES WITH CALENDARS, OF PAPER OR PAPERBOARD",1
"PI","48201090","Paper","Account/exercise books etc","WRITING PADS AND THE LIKE, OF PAPER OR PAPERBOARD",1
"PI","48202000","Paper","Account/exercise books etc","EXERCISE BOOKS OF PAPER OR PAPERBOARD",1
"PI","48203000","Paper","Account/exercise books etc","BINDERS (OTHER THAN BOOK COVERS), FOLDERS AND FILE COVERS, OF PAPER OR PAPERBOARD",1
"PI","48204000","Paper","Account/exercise books etc","MANIFOLD BUSINESS FORMS AND INTERLEAVED CARBON SETS, OF PAPER OR PAPERBOARD",1
"PI","48204010","Paper","Account/exercise books etc","CONTINUOUS FORM SETS, WHETHER OR NOT WITH INTERLEAVED CARBON SHEETS, OF PAPER OR PAPERBOARD",1
"PI","48204090","Paper","Account/exercise books etc","MANIFOLD BUSINESS FORMS AND INTERLEAVED CARBON SETS, OF PAPER OR PAPERBOARD (EXCL. CONTINUOUS FORMS)",1
"PI","48205000","Paper","Account/exercise books etc","ALBUMS FOR SAMPLES OR COLLECTIONS, OF PAPER OR PAPERBOARD",1
"PI","48209000","Paper","Account/exercise books etc","BLOTTING PADS AND SIMILAR ARTICLES OF STATIONERY, OF PAPER AND PAPERBOARD, AND BOOK COVERS OF PAPER OR PAPERBOARD (EXCL. REGISTERS, ACCOUNT BOOKS, NOTEBOOKS, ORDER BOOKS, RECEIPT BOOKS, LETTER PADS, MEMORANDUM PADS, DIARIES, EXERCISE BOOKS, BINDERS, FOLDE",1
"PJ","48191000","Paper","Cartons & containers","CARTONS, BOXES AND CASES, OF CORRUGATED PAPER OR PAPERBOARD",1
"PJ","48192000","Paper","Cartons & containers","FOLDING CARTONS, BOXES AND CASES, OF NON-CORRUGATED PAPER OR PAPERBOARD",1
"PJ","48192010","Paper","Cartons & containers","FOLDING CARTONS, BOXES AND CASES, OF NON-CORRUGATED PAPER OR PAPERBOARD, WITH A PAPER OR PAPERBOARD WEIGHT OF < 600 G/M-?",1
"PJ","48192090","Paper","Cartons & containers","FOLDING CARTONS, BOXES AND CASES, OF NON-CORRUGATED PAPER OR PAPERBOARD, WITH A PAPER OR PAPERBOARD WEIGHT OF >= 600 G/M-?",1
"PJ","48193000","Paper","Cartons & containers","SACKS AND BAGS, OF PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES, HAVING A BASE OF A WIDTH OF >= 40 CM",1
"PJ","48194000","Paper","Cartons & containers","SACKS AND BAGS, INCL. CONES, OF PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES (EXCL. THOSE HAVING A BASE OF A WIDTH OF >= 40 CM, AND RECORD SLEEVES)",1
"PJ","48195000","Paper","Cartons & containers","PACKING CONTAINERS, INCL. RECORD SLEEVES, OF PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS OF CELLULOSE FIBRES (EXCL. CARTONS, BOXES AND CASES, OF CORRUGATED PAPER OR PAPERBOARD, FOLDING CARTONS, BOXES AND CASES, OF UNCORRUGATED PAPER OR PAPERBOARD, SACKS",1
"PJ","48196000","Paper","Cartons & containers","BOX FILES, LETTER TRAYS, STORAGE BOXES AND SIMILAR ARTICLES, OF PAPERBOARD, OF A KIND USED IN OFFICES, SHOPS OR THE LIKE (EXCL. PACKING CONTAINERS)",1
"PK","48236010","Paper","Cups & dishes","TRAYS, DISHES AND PLATES, OF PAPER OR PAPERBOARD",1
"PK","48236090","Paper","Cups & dishes","CUPS AND THE LIKE, OF PAPER OR PAPERBOARD (EXCL. TRAYS, DISHES AND PLATES)",1
"PK","48236100","Paper","Cups & dishes","TRAYS, DISHES, PLATES, CUPS AND THE LIKE, OF BAMBOO PAPER OR BAMBOO PAPERBOARD",1
"PK","48236910","Paper","Cups & dishes","TRAYS, DISHES AND PLATES, OF PAPER OR PAPERBOARD (EXCL. OF BAMBOO PAPER OR BAMBOO PAPERBOARD)",1
"PK","48236990","Paper","Cups & dishes","CUPS AND THE LIKE, OF PAPER OR PAPERBOARD (EXCL. OF BAMBOO PAPER OR BAMBOO PAPERBOARD, AND TRAYS, DISHES AND PLATES)",1
"PL","48171000","Paper","Labels & envelopes etc","ENVELOPES OF PAPER OR PAPERBOARD (EXCL. LETTER CARDS)",1
"PL","48172000","Paper","Labels & envelopes etc","LETTER CARDS, PLAIN POSTCARDS AND CORRESPONDENCE CARDS, OF PAPER OR PAPERBOARD (EXCL. THOSE WITH IMPRINTED POSTAGE STAMPS)",1
"PL","48173000","Paper","Labels & envelopes etc","BOXES, POUCHES, WALLETS AND WRITING COMPENDIUMS, OF PAPER OR PAPERBOARD, CONTAINING AN ASSORTMENT OF PAPER STATIONERY",1
"PL","48211010","Paper","Labels & envelopes etc","SELF-ADHESIVE PAPER OR PAPERBOARD LABELS OF ALL KINDS, PRINTED",1
"PL","48211090","Paper","Labels & envelopes etc","PAPER OR PAPERBOARD LABELS OF ALL KINDS, PRINTED (EXCL. SELF-ADHESIVE)",1
"PL","48219010","Paper","Labels & envelopes etc","SELF-ADHESIVE PAPER OR PAPERBOARD LABELS OF ALL KINDS, NON-PRINTED",1
"PL","48219090","Paper","Labels & envelopes etc","PAPER OR PAPERBOARD LABELS OF ALL KINDS, NON-PRINTED (EXCL. SELF-ADHESIVE)",1
"PL","48231111","Paper","Labels & envelopes etc","PAPER, IN STRIPS OR ROLLS, OF A WIDTH OF =< 10 CM, COATED WITH UNVULCANIZED NATURAL OR SYNTHETIC RUBBER, SELF-ADHESIVE ON ONE SIDE",1
"PL","48231119","Paper","Labels & envelopes etc","PAPER, IN STRIPS OR ROLLS, OF A WIDTH OF =< 10 CM, COATED WITH UNVULCANIZED NATURAL OR SYNTHETIC RUBBER, SELF-ADHESIVE ON BOTH SIDES",1
"PL","48231190","Paper","Labels & envelopes etc","PAPER, GUMMED OR WITH AN ADHESIVE LAYER, IN STRIPS OR ROLLS WITH A WIDTH OF =< 15 CM, SELF-ADHESIVE (EXCL. THAT WITH A WIDTH OF =< 10 CM, COATED WITH UNVULCANIZED NATURAL OR SYNTHETIC RUBBER)",1
"PL","48231200","Paper","Labels & envelopes etc","SELF-ADHESIVE PAPER IN STRIPS OR ROLLS WITH A WIDTH OF <= 36 CM (EXCL. SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED)",1
"PL","48231210","Paper","Labels & envelopes etc","SELF-ADHESIVE PAPER IN STRIPS OR ROLLS OF A WIDTH OF <= 10 CM, COATED WITH UNVULCANISED NATURAL OR SYNTHETIC RUBBER (EXCL. SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED)",1
"PL","48231290","Paper","Labels & envelopes etc","SELF-ADHESIVE PAPER IN STRIPS OR ROLLS OF A WIDTH <= 36 CM (EXCL. SURFACE-COLOURED, SURFACE-DECORATED OR PRINTED, AND OF A WIDTH <= 10 CM COATED WITH UNVULCANISED NATURAL OR SYNTHETIC RUBBER)",1
"PL","48231900","Paper","Labels & envelopes etc","GUMMED OR ADHESIVE PAPER IN STRIPS OR ROLLS OF A WIDTH <= 36 CM (EXCL. SELF-ADHESIVE)",1
"PM","48021000","Paper","Other paper in HS 48","HANDMADE PAPER AND PAPERBOARD OF ANY SIZE OR SHAPE",1
"PM","48022000","Paper","Other paper in HS 48","PAPER AND PAPERBOARD OF A KIND USED AS A BASE FOR PHOTO-SENSITIVE, HEAT-SENSITIVE OR ELECTRO-SENSITIVE PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A LENGTH >15 CM OR IN SHEETS OF WHICH AT LEAST ONE SIDE >36 CM AND THE OTHER >15 CM",1
"PM","48023000","Paper","Other paper in HS 48","CARBONIZING BASE PAPER, UNCOATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48",1
"PM","48024010","Paper","Other paper in HS 48","WALLPAPER BASE, UNCOATED, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF SUCH FIBRES",1
"PM","48024090","Paper","Other paper in HS 48","WALLPAPER BASE, UNCOATED, OF WHICH > 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF FIBRES OBTAINED BY A MECHANICAL PROCESS",1
"PM","48025110","Paper","Other paper in HS 48","PAPER, UNCOATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48, NOT CONTAINING MECHANICALLY PROCESSED FIBRES, OR CONTAINING =< 10 % MECHANICALLY PROCESSED FIBRES BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT, AND WEIGHING =< 15 G PER M",1
"PM","48025410","Paper","Other paper in HS 48","UNCOATED PAPER, IN ROLLS OR IN SQUARE OR RECTANGULAR SHEETS, OF ANY SIZE, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF SUCH FIBRES, AND WEIGHING <= 15 G/M-?,",1
"PM","48061000","Paper","Other paper in HS 48","VEGETABLE PARCHMENT, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE",1
"PM","48062000","Paper","Other paper in HS 48","GREASEPROOF PAPERS, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE",1
"PM","48063000","Paper","Other paper in HS 48","TRACING PAPERS, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE",1
"PM","48064010","Paper","Other paper in HS 48","GLASSINE PAPERS IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE",1
"PM","48064090","Paper","Other paper in HS 48","TRANSPARENT OR TRANSLUCENT PAPERS, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE (EXCL. VEGETABLE PARCHMENT, GREASEPROOF PAPERS, TRACING PAPERS AND GLASSINE PAPERS)",1
"PM","48070010","Paper","Other paper in HS 48","PAPER AND PAPERBOARD, LAMINATED INTERNALLY WITH BITUMEN, TAR OR ASPHALT, NOT SURFACE-COATED OR IMPREGNATED, WHETHER OR NOT INTERNALLY REINFORCED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15",1
"PM","48070020","Paper","Other paper in HS 48","COMPOSITE STRAW PAPER AND PAPERBOARD, WHETHER OR NOT COVERED WITH NON-STRAW PAPER, NOT SURFACE-COATED OR IMPREGNATED, WHETHER OR NOT INTERNALLY REINFORCED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER",1
"PM","48070030","Paper","Other paper in HS 48","COMPOSITE PAPER AND PAPERBOARD MADE FROM RECOVERED PAPER, WHETHER OR NOT COVERED WITH PAPER, NOT SURFACE-COATED OR IMPREGNATED, WHETHER OR NOT INTERNALLY REINFORCED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND",1
"PM","48070050","Paper","Other paper in HS 48","COMPOSITE PAPER AND PAPERBOARD MADE FROM WASTEPAPER, WHETHER OR NOT COVERED WITH PAPER, NOT SURFACE-COATED OR IMPREGNATED, WHETHER OR NOT INTERNALLY REINFORCED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE O",1
"PM","48070080","Paper","Other paper in HS 48","COMPOSITE PAPER AND PAPERBOARD, NOT SURFACE-COATED OR IMPREGNATED, WHETHER OR NOT INTERNALLY REINFORCED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE (EXCL. THAT LAMI",1
"PM","48070090","Paper","Other paper in HS 48","COMPOSITE PAPER AND PAPERBOARD, NOT SURFACE-COATED OR IMPREGNATED, WHETHER OR NOT INTERNALLY REINFORCED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE (EXCL. THAT LAMI",1
"PM","48071000","Paper","Other paper in HS 48","PAPER AND PAPERBOARD, LAMINATED INTERNALLY WITH BITUMEN, TAR OR ASPHALT (NEITHER SURFACE-COATED NOR IMPREGNATED), WHETHER OR NOT INTERNALLY REINFORCED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48",1
